d 20401
d 50000
a 01008
D 71111
l 30202
A 30507
d 11105
a 100501
q 20503
a 80803
A 111103
D 60601
a 10506
D 00003
D 00905
d 30805
D 100901
a 70903
A 70203
; 10900
A 00806
D 30500
D 50703
k 70002
D 00307
D 80105
2 70805
d 40410
a 90511
D 111003
d 00408
B 90011
z 110802
d 40005
A 10409
; 60707
A 91101
d 100608
a 30410
D 110511
Q 10205
d 11002
j 20610
a 70804
D 60606
a 41101
A 110807
A 50400
D 101109
| 70710
4 41003
D 10407
A 80203
d 21004
@ 100411
d 110109
d 50307
D 80106
A 31003
d 70210
a 90508
A 50911
a 70604
d 20803
_ 60703
! 100610
a 60304
A 70305
a 60601
D 00509
A 60205
D 110809
a 90711
{ 100801
A 80505
j 110400
D 60407
e 40404
d 111002
0 80610
d 41103
A 110208
d 40702
D 70807
a 80610
d 00407
d 60506
& 21110
D 20406
d 10510
a 80611
A 60209
d 110105
A 90108
a 50911
R 01100
a 110611
D 91105
A 70009
a 30707
e 50010
d 100811
t 00909
T 10709
A 30811
A 40204
? 100610
a 90910
D 70807
D 110505
> 101101
D 61001
A 81005
a 30510
a 01100
a 100909
d 100900
d 90508
6 11000
A 80703
w 111011
D 60101
A 110406
\ 00506
a 20304
a 50509
a 40408
a 110900
d 110111
2 80111
A 40200
A 110110
A 30104
D 60511
d 30009
A 60309
d 60503
A 40208
d 110003
D 70702
D 00505
a 100900
A 61003
a 00709
d 80009
d 100709
a 100808
B 60710
d 110106
a 50504
d 111106
d 70007
P 90810
D 20301
d 70009
A 80004
d 40308
D 60302
D 20111
a 20202
a 40205
d 80701
a 90809
D 50507
A 10407
d 40007
A 91000
A 70000
5 80804
A 50503
a 110709
D 61101
5 10502
M 70400
d 50701
a 90706
a 11000
C 40603
d 60303
D 61105
a 60004
A 90709
a 40902
d 90504
A 30002
A 00506
a 20906
A 40310
J 80305
D 20704
a 30600
` 50103
a 10311
D 80908
d 40100
i 91007
p 50000
d 60709
a 20603
A 90407
a 10406
V 51105
d 110508
A 50807
d 00508
A 90508
A 101111
d 20702
a 00610
5 30602
d 60103
D 80903
G 40607
a 70202
d 90009
Q 100007
d 30903
A 80304
s 71009
X 90905
a 20803
' 31007
A 60508
' 40503
. 20409
A 70811
A 50210
a 10311
D 31103
k 101107
D 60809
D 70900
c 50005
- 60911
d 60103
a 100101
Z 01000
d 90507
d 30404
A 70105
( 90702
d 50004
a 91005
d 50108
a 71106
d 110300
{ 01007
# 100102
A 70508
L 20007
d 00411
d 90911
D 110206
d 100310
M 100200
a 00908
- 00709
- 50508
D 70705
Q 00201
> 40911
D 20408
A 40211
D 100005
> 00204
" 10208
> 100601
a 60010
Z 80504
k 40804
d 10010
A 00604
4 60008
a 50408
d 10209
D 40105
a 70608
A 51104
I 81106
a 90302
a 10710
D 40307
d 61110
D 60800
D 30308
d 90007
d 30504
7 10803
A 20606
4 10604
D 110308
A 71011
^ 80500
? 90008
a 81110
w 40906
a 60700
4 100201
a 100205
A 110410
d 10805
Z 70101
d 111000
p 80600
d 90009
? 50807
a 111103
A 100408
d 70404
a 111002
| 60506
D 40500
3 60107
a 90702
A 20108
L 40702
A 60805
D 00909
@ 51008
) 110704
[ 110006
A 50509
. 10111
d 10307
d 00502
d 70605
d 11111
d 50006
a 70900
x 20010
a 10107
A 90703
a 00810
a 110107
a 40409
D 80806
D 10202
d 10602
D 10302
D 40003
a 90400
A 80502
A 90400
{ 41108
d 00710
A 110504
D 20707
a 00208
d 11010
7 90410
a 40207
D 110609
/ 80902
a 40804
i 40301
= 100210
A 60202
D 61102
W 60602
a 70206
d 100201
d 50511
d 20508
a 50501
a 80110
d 30201
D 90609
\ 101011
D 101104
D 30009
A 10102
D 20010
N 40303
a 10705
A 90207
A 10005
a 10404
a 90500
s 100604
D 60006
d 71009
A 51000
a 90406
a 80901
D 10910
s 40300
d 30310
d 80711
d 51111
K 30208
A 91108
D 50104
D 90101
D 20711
D 40100
! 30911
D 40009
T 40707
D 20708
a 60407
A 80701
D 110909
A 30605
D 70309
! 60406
d 40407
D 10703
a 100207
A 90503
D 10603
A 80111
d 110909
A 30803
R 20610
V 80511
d 30811
A 40809
A 20509
1 30903
D 40401
D 110107
r 80704
D 10606
a 41103
a 90702
x 01105
a 60401
] 90304
] 101105
\ 10305
h 110304
A 110202
d 00310
A 100110
d 20601
z 110302
# 10708
D 00603
a 70006
A 100708
a 30908
a 11003
p 30506
n 20104
& 60704
A 90107
D 60502
A 40601
a 90203
d 90410
a 60011
O 20210
d 10200
g 80108
+ 10809
a 40400
A 40310
0 70400
a 90905
* 60010
A 100510
d 110401
d 21007
, 90300
A 70911
& 60110
k 40504
a 31110
d 80001
d 20011
A 90303
A 81010
d 00209
d 10904
d 80200
A 110802
A 00304
Z 91007
A 50800
A 70605
A 90201
9 61108
a 100505
A 71011
a 30002
D 30801
_ 21007
a 81009
\ 00210
A 60107
a 30410
D 60002
a 111105
D 60407
d 50701
A 30002
A 90908
A 70207
a 30611
A 80711
1 10209
d 00211
a 00802
D 40000
q 40101
a 60800
a 110309
D 20603
D 110806
e 61111
A 21010
v 00203
a 40806
D 10709
d 60800
N 111104
l 61005
d 51000
A 40005
y 60801
e 61104
a 10803
a 20408
y 30807
a 10404
A 90602
a 80504
# 101102
d 40600
D 60702
d 80503
A 90201
V 70501
c 60210
a 30311
3 100301
d 50700
G 10206
a 110108
D 50209
i 80109
d 110808
{ 30308
r 10801
d 40902
l 90600
A 40405
D 20102
= 10001
A 100100
d 110002
d 51010
6 10003
T 80902
a 90605
D 00104
4 40607
y 41006
a 10103
d 20806
W 00208
d 60207
a 31009
d 70903
A 70903
A 30807
A 00009
p 60010
' 81102
D 100001
D 00611
a 30710
A 110500
A 10609
a 41007
a 00407
y 10003
A 100408
' 80901
A 100700
A 60606
a 21104
D 70602
D 50406
A 20509
A 70505
A 100804
a 90306
% 20703
d 110504
D 30300
a 110208
D 21109
a 30204
D 80602
Z 80000
a 80710
A 110509
D 51105
O 50600
A 70006
A 60808
A 111004
A 80605
A 20208
D 111101
a 70401
a 90002
D 01008
D 80110
d 70708
v 70706
y 90202
d 90304
d 60101
d 90605
D 20411
a 111110
a 40202
] 60005
c 10907
a 110810
A 71004
l 51105
d 80607
7 30609
a 00511
d 80311
a 40904
D 00407
Z 10005
] 70709
d 01100
A 40105
A 40303
A 110704
D 70011
P 60400
D 20503
- 20507
` 70610
x 00200
a 51003
A 50111
A 90701
A 01100
d 50400
D 90307
a 41101
d 110903
Q 00405
A 60203
A 100900
A 110003
` 30010
d 11107
{ 110007
A 90409
D 30901
a 110010
d 11000
D 60203
A 80810
E 100901
a 70611
U 00706
D 100204
a 70602
d 50509
a 41011
D 50311
: 21004
d 70905
d 20308
d 41100
` 70010
D 100205
d 101001
| 80510
^ 10605
S 71105
d 30507
d 30208
A 01006
d 30603
A 90806
a 80310
D 70310
D 10405
a 20902
A 100401
d 110002
[ 10404
a 90505
d 70610
a 80007
j 90102
D 30907
d 01108
d 61003
a 70410
V 51106
d 00907
A 20802
A 70101
a 00302
k 90001
A 30709
D 30209
A 10501
g 40509
A 90605
A 10311
d 90101
a 110800
D 71107
A 00700
A 80607
d 40507
d 10106
a 60908
A 00803
D 51000
D 80910
d 21003
d 70805
d 80004
$ 60302
\ 100301
d 80201
H 01004
A 110605
a 20809
@ 61106
A 10405
D 00206
d 30610
D 30004
D 41008
D 70701
A 30103
d 40600
a 40909
d 10710
A 80604
a 30711
f 50911
a 10704
A 80301
a 50808
t 30308
$ 40903
A 10902
a 90509
D 111008
D 10006
a 70200
d 60604
a 110000
d 50400
a 00010
A 81106
= 00304
D 60505
D 50006
a 40200
Q 30903
d 90608
D 60207
D 50207
a 70802
d 30105
* 61003
a 70303
d 80206
D 01111
d 70601
D 80409
D 60907
d 10906
A 10708
r 30805
A 61109
a 70808
a 100100
c 80101
s 101009
D 111111
A 70011
D 100407
d 00204
D 50404
A 60502
A 00104
a 50101
d 50301
A 80801
a 50405
d 110710
A 90508
D 00407
d 60201
d 40810
d 70207
A 80200
, 91010
a 60402
a 90000
A 30807
d 90005
D 50502
a 91104
d 40505
^ 70401
d 40309
A 100900
A 101104
A 80411
d 30900
a 10305
a 90300
3 110000
a 81108
p 80406
A 80411
a 50605
d 60700
a 100911
d 101005
A 101103
A 70208
| 30607
D 10304
D 100605
d 40802
A 80407
a 90605
d 81104
D 80706
d 51009
d 60502
A 80209
- 101106
D 50703
a 20311
D 50009
d 60308
d 50911
a 30310
D 100806
T 70101
a 20004
a 10105
d 110910
d 01003
P 10101
D 91006
d 110000
\ 60900
D 90611
a 31009
g 90705
D 91002
a 50503
a 10409
D 110909
A 80806
D 101002
d 00911
w 50001
a 100108
Q 00804
D 50200
b 70704
a 00211
A 70602
i 110606
D 00505
a 10905
d 110611
a 50601
D 80705
_ 40606
E 50003
* 71008
A 10309
d 100600
T 20104
^ 100704
a 50104
A 101009
" 20301
d 110401
A 30608
A 40500
A 60806
D 00300
k 00705
I 100911
A 110202
d 110306
- 60406
a 20902
A 40704
4 50404
h 91007
d 10307
d 70911
d 60105
d 00005
A 81007
] 100409
d 40503
D 80304
A 51103
a 20208
d 40403
A 101110
D 50411
d 40100
D 50502
A 110100
A 00311
A 20303
A 101005
D 80909
+ 21100
d 20008
A 10706
a 00005
a 30406
h 80801
d 40901
u 70911
y 110503
a 60710
D 10002
d 101104
L 20401
" 00908
_ 70602
X 70305
a 60201
a 110102
D 50811
A 30104
A 30608
a 100501
D 20111
A 00301
A 21110
D 91003
D 60005
d 80108
a 00608
d 80801
A 110409
D 30508
D 80004
A 10302
D 111002
D 110506
a 20407
d 70408
D 00006
A 70004
d 00702
d 60002
N 01002
d 100000
d 90811
- 20104
D 50210
A 80403
A 100911
L 60211
L 30707
6 31101
@ 50801
d 60710
a 30010
D 110006
d 30610
c 110304
A 30410
d 61004
) 40611
D 90308
D 70302
A 40007
d 80407
x 50601
d 30002
a 40400
R 10901
A 40005
d 50408
d 50708
D 70009
A 41101
P 40209
d 100505
a 50405
a 60311
a 80203
A 40202
a 61106
a 40108
A 100607
X 20805
A 40305
A 10106
a 90203
D 30711
a 60401
A 40009
a 90002
G 100905
a 10010
1 90609
a 20306
d 70302
D 30609
D 71003
d 70203
N 30903
d 100411
Z 110309
A 80006
a 100502
a 41102
L 110102
Y 10102
D 110205
d 110203
; 20310
# 90700
D 20601
A 40006
A 60708
D 00300
a 40609
J 30401
a 100107
D 61105
A 80809
d 30403
a 60610
j 100007
a 70001
a 70209
A 80110
a 90606
D 30110
% 10509
] 20006
5 100700
? 110205
D 40805
d 71007
a 30307
D 50200
a 90002
A 10410
d 01108
A 50510
a 110603
Q 100108
D 50607
A 30704
a 100307
A 10504
d 110403
A 110604
D 50605
a 20301
a 01001
D 61108
a 20405
L 100508
A 110501
D 30906
a 40004
A 40903
d 70106
A 100705
a 41110
A 100906
< 91003
D 100406
] 60207
A 40104
A 20408
d 60710
D 80011
d 30602
a 20609
D 30009
V 20500
| 100102
A 00511
d 60200
, 40410
d 60600
4 50108
a 91100
A 81111
A 90906
Y 40407
D 40408
D 11009
d 110710
D 110504
A 40905
A 50508
d 20204
D 70303
a 40203
A 10502
A 110106
A 100908
A 10606
d 100507
d 50309
a 11108
d 90809
D 31010
d 41011
a 40304
3 00506
d 90302
a 01102
O 71008
d 50304
D 80707
T 80507
_ 100304
a 30901
D 110901
a 90911
G 10010
D 80103
a 100410
A 61001
a 60202
N 30405
A 100206
d 60405
b 111110
h 50708
a 100609
d 110901
A 90806
D 110710
a 91000
l 50010
U 20408
D 40308
d 00608
a 61103
a 50011
D 100401
D 70604
A 30711
a 50604
t 110707
D 10407
D 100705
A 100600
N 40904
a 50801
w 21004
D 60809
A 50104
d 90402
R 60311
A 00601
( 60908
C 31008
Q 110911
A 70710
a 80909
d 60804
{ 90211
Q 110803
a 30002
d 70108
A 20200
d 91107
d 90400
A 81109
A 40108
a 110703
, 10607
y 90407
A 50407
a 101001
A 10307
_ 60601
{ 80806
X 10907
A 101102
i 80503
D 30707
a 90102
s 100802
" 11005
a 21005
d 110406
A 110904
* 20506
] 100507
A 10701
` 111104
A 80504
K 100708
a 40509
a 60407
d 90607
a 20200
A 11104
d 80805
a 100904
a 10706
a 71101
a 100310
A 100100
A 20806
D 110708
a 40109
d 110209
D 100708
A 71107
d 70704
d 11111
a 31010
a 60607
A 80201
a 10105
a 90504
D 100601
D 20109
D 90205
A 50603
a 110405
A 110704
D 71100
A 20307
d 30106
{ 70310
# 60610
L 10011
q 31106
A 81104
A 00808
d 00610
D 00300
d 01108
d 50109
A 110004
D 21002
A 70802
3 100911
a 70901
A 80606
a 80405
D 80708
d 110510
7 40711
A 10402
a 20500
a 90806
a 100002
a 30911
D 80904
A 70910
$ 81105
a 01110
A 60800
D 110911
D 70708
d 10203
a 91010
D 20005
A 101110
a 30002
a 00008
A 41002
n 70706
a 110005
a 50204
D 91002
a 30803
A 80206
D 40801
a 50302
a 31104
a 70402
A 101102
{ 30608
a 90508
a 100305
a 10805
D 90506
A 40509
# 20307
d 111005
D 81107
a 60211
a 80003
A 10107
a 30202
a 20204
D 80005
A 00604
d 20003
a 20504
v 20404
D 101010
d 11108
d 50400
: 90401
d 41101
A 70006
l 30607
o 30405
d 01003
D 70306
a 61006
A 80611
a 71106
d 50202
D 10208
A 70510
\ 80402
A 40500
+ 70405
A 10910
a 60506
D 110209
D 100100
D 50200
d 40601
a 50203
j 90211
a 81002
d 61006
D 30102
d 70811
D 31102
A 40703
d 00206
a 30811
l 100803
a 51105
A 111104
A 10511
d 91111
A 30210
D 00109
D 90309
a 40908
d 51005
A 110909
D 80506
D 100809
] 70006
A 30811
A 50504
D 70602
A 30604
d 100209
A 110511
d 11000
7 100007
a 10910
A 50510
D 60201
A 110306
A 30700
D 81009
a 40208
A 20809
y 80908
D 91105
a 110811
d 60209
D 20804
D 20211
O 111108
a 20810
d 90910
d 30606
D 90205
a 70108
A 21008
V 50906
D 90000
d 101002
A 50200
A 110006
a 71108
d 40611
N 30611
A 20402
` 111002
a 60310
a 90604
d 100507
D 21001
A 00909
t 70207
d 21106
d 41004
d 71009
a 60904
D 80107
M 40609
d 60009
D 00505
A 20605
D 101101
d 40605
d 110505
: 10110
a 110010
D 30510
d 80610
D 30706
1 21108
0 50907
d 90306
D 100901
a 110601
A 110905
a 70111
A 31005
D 41107
a 80001
D 00906
d 100200
A 30005
a 60800
d 20610
g 40907
A 40701
9 80905
A 110801
D 00704
d 40709
a 20209
d 60307
G 70007
D 10510
D 20908
D 40706
D 01000
A 91102
D 111100
d 30503
a 110306
a 60008
D 81102
G 70911
c 01006
d 70901
a 100504
m 40009
a 80104
j 21106
a 20705
a 01103
a 10504
d 60006
d 40804
] 61109
% 90900
D 70706
a 50301
a 20701
m 00508
a 70003
2 61006
A 110104
D 60507
a 50808
d 51109
C 61108
A 31100
A 110906
A 20504
A 90208
A 21102
d 70805
D 10802
D 11106
Y 10107
8 70710
a 81004
A 60310
d 60408
A 30002
e 31010
A 70003
a 100608
D 100408
L 110206
d 10210
d 40101
a 110606
d 10406
W 61010
D 60705
a 01001
D 61011
A 70207
A 00805
d 10104
D 01002
q 50110
[ 110803
c 90702
D 100804
D 40511
a 40508
< 110904
n 70708
( 00901
A 110905
o 40906
d 20510
F 60709
d 10810
D 10700
c 110601
d 70411
A 30009
D 11008
A 00506
| 90206
D 20911
H 61010
, 80609
] 40101
f 60203
a 00710
D 100503
A 00805
a 40102
D 70801
f 00706
a 40504
a 40306
d 80011
^ 00507
B 40005
D 80008
D 80500
d 30703
( 30611
a 40303
D 60506
a 100902
d 100507
D 80503
a 10103
A 40110
a 60806
D 00908
d 81001
U 10606
a 20209
d 21005
$ 20106
h 50603
a 00304
d 90601
a 50011
D 31104
d 11100
d 100805
d 10503
a 60302
; 70210
d 41003
d 30309
z 100902
A 30106
A 50203
d 30611
x 10001
` 90610
d 70406
D 90300
a 20900
d 110711
D 80807
a 51007
d 20410
d 80000
0 10103
d 90901
d 110811
d 90606
D 100706
a 20400
a 100206
A 80806
A 70804
d 90106
r 111107
t 90610
a 40503
A 100003
A 50204
d 90500
A 90406
A 20704
] 100409
a 100410
a 30801
d 100704
U 100201
p 10910
a 90206
D 50706
| 40900
n 100608
d 10103
a 50608
d 100608
d 10004
A 10209
x 00702
. 90809
A 81003
D 40500
a 40411
d 00302
_ 110911
a 90004
a 20603
d 80207
A 80907
D 40009
d 70108
D 70008
d 30409
* 41007
A 80403
d 110407
D 71103
A 81103
c 70800
D 40206
D 80700
A 60802
L 110506
D 30502
D 10800
3 80307
A 70909
a 00206
. 70701
d 01008
| 50509
A 50602
D 10201
a 80902
a 10003
D 00402
2 90810
a 90504
d 100800
a 40609
D 20901
a 30206
U 00701
D 61105
a 71107
f 10507
A 100601
D 20411
x 80001
A 10111
_ 100210
a 50907
R 80901
d 90709
D 90811
a 30006
a 91109
d 40805
d 40401
[ 11007
e 20202
a 90903
A 90507
A 50300
r 110002
d 20706
A 100402
D 71101
d 91010
c 10507
d 80502
D 110104
d 110204
D 20207
A 50909
D 00508
d 50508
d 80807
D 40407
D 70809
d 70403
D 111105
D 70611
s 110811
. 91107
A 20802
' 80502
a 90511
4 70201
a 11111
A 90006
d 20710
# 10610
D 70406
D 40601
| 20101
a 50900
a 40202
D 80709
A 51003
> 41003
h 90007
Z 50800
c 80401
A 40201
a 30009
A 51102
{ 100000
A 110304
D 20103
A 61008
a 30607
< 11000
d 10403
a 10206
d 90704
D 00204
a 10002
a 40703
D 40404
d 20506
a 110410
E 91006
a 01011
A 51104
D 60009
d 00010
d 20202
d 10302
a 81110
D 50410
a 50002
A 80910
d 21011
a 60700
! 30906
D 00300
d 90507
d 61005
A 50704
d 30806
D 81004
a 101101
A 30810
D 00900
D 90608
< 21006
A 80609
d 101103
A 100904
t 60107
a 100603
> 40504
A 20203
a 60704
A 80111
# 60409
d 100607
a 50110
X 90910
A 30806
A 10403
D 11104
A 80209
D 70511
A 90306
a 60105
D 00010
d 100609
A 61003
/ 50709
p 00910
A 10805
T 90302
A 50708
a 50503
D 50800
A 70111
d 60201
_ 00800
d 90410
a 80803
k 100804
d 30501
D 110610
D 101007
A 20204
a 20210
J 41105
A 71100
P 80808
D 40402
D 70000
A 70002
A 90803
D 21003
A 100511
d 40807
A 20805
A 91005
A 100104
D 80104
a 111106
D 50511
d 70206
a 70503
a 30302
d 40008
= 80105
A 51000
D 20611
D 110603
V 20502
d 110603
v 100308
7 100211
d 41110
d 80405
A 50602
A 21002
R 21100
A 30009
d 100008
A 90908
A 01108
a 70902
a 60906
a 100801
d 20204
! 70003
d 70301
A 101101
A 60809
D 80707
d 30300
A 40106
) 110600
e 40607
d 00306
\ 10908
D 50610
D 100500
a 30802
d 50404
D 30201
A 60911
a 20009
a 00110
a 100103
a 80407
a 40007
a 70405
d 10205
A 81105
a 11106
d 100706
d 00706
d 30709
D 111108
( 60710
A 20503
D 20103
D 11006
d 60108
A 00801
p 40202
a 100700
A 50710
d 90208
D 10302
& 30506
a 80801
P 60602
* 31003
O 31109
5 10300
A 00804
o 100302
A 80000
" 80906
d 40002
M 50711
a 40506
| 00904
d 70201
a 30100
D 50111
A 00409
d 00005
4 100004
d 60410
d 110600
A 30103
A 31004
D 10200
d 00405
d 70107
A 50800
a 20706
a 40004
2 50604
a 50211
d 40502
a 20111
A 21008
a 21110
D 30504
A 80510
D 51003
, 80306
a 80602
A 20506
A 10309
a 111100
a 20409
d 50704
d 10501
h 100004
D 50306
a 90601
D 61102
' 10403
d 11103
Q 60711
a 31009
? 101005
P 50608
a 31106
d 20700
A 41111
A 00609
a 101002
T 21111
a 10404
A 80711
A 10801
d 110100
d 70209
A 100201
d 41005
W 10006
D 90509
A 10200
d 70305
a 101107
A 70602
A 90111
a 10903
a 90611
D 81103
a 110410
d 60807
d 51109
a 110300
D 60411
A 60701
A 51110
a 70001
A 40602
J 20211
a 40408
d 80104
| 90500
d 90606
D 50603
